n,p,lambda,rho,S
100000,5e-05,6.3,4,0.01249
100000,5e-05,7.7,4,0.01123
100000,5e-05,0.5,4,0.99994
100000,5e-05,7.1,4,0.01145
100000,5e-05,3.2,4,0.02435
100000,5e-05,8.5,4,0.00987
100000,5e-05,10.0,4,0.00859
100000,5e-05,1.8,4,0.07451
100000,5e-05,4.7,4,0.01496
100000,5e-05,8.4,4,0.00976
100000,5e-05,0.9,4,0.99998
100000,5e-05,7.7,4,0.01023
100000,5e-05,6.1,4,0.01231
100000,5e-05,7.6,4,0.01111
100000,5e-05,8.5,4,0.00991
100000,5e-05,9.9,4,0.00943
100000,5e-05,2.3,4,0.04322
100000,5e-05,2.5,4,0.03545
100000,5e-05,2.3,4,0.04267
100000,5e-05,1.4,4,0.99999
100000,5e-05,3.7,4,0.02139
100000,5e-05,1.0,4,0.99998
100000,5e-05,4.1,4,0.01828
100000,5e-05,4.3,4,0.01843
100000,5e-05,6.1,4,0.01242
100000,5e-05,5.9,4,0.01273
100000,5e-05,5.7,4,0.01309
100000,5e-05,8.8,4,0.00988
100000,5e-05,7.4,4,0.01091
100000,5e-05,8.5,4,0.01039
100000,5e-05,5.9,4,0.01291
100000,5e-05,0.3,4,0.99999
100000,5e-05,0.4,4,0.99999
100000,5e-05,1.3,4,0.99995
100000,5e-05,0.3,4,0.99999
100000,5e-05,6.8,4,0.0113
100000,5e-05,8.3,4,0.01068
100000,5e-05,1.9,4,0.99996
100000,5e-05,3.2,4,0.02401
100000,5e-05,3.8,4,0.0193
100000,5e-05,7.0,4,0.01085
100000,5e-05,5.7,4,0.01226
100000,5e-05,7.8,4,0.0104
100000,5e-05,1.6,4,0.99993
100000,5e-05,8.2,4,0.01048
100000,5e-05,9.7,4,0.0094
100000,5e-05,0.4,4,0.99999
100000,5e-05,1.2,4,0.99999
100000,5e-05,8.5,4,0.00964
100000,5e-05,1.3,4,0.99999
100000,5e-05,9.5,4,0.00927
100000,5e-05,0.3,4,0.99999
100000,5e-05,8.6,4,0.01037
100000,5e-05,2.0,4,0.99994
100000,5e-05,7.5,4,0.011
100000,5e-05,9.8,4,0.00925
100000,5e-05,6.5,4,0.01202
100000,5e-05,0.6,4,0.99998
100000,5e-05,8.0,4,0.99999
100000,5e-05,9.8,4,0.00925
100000,5e-05,5.1,4,0.99998
100000,5e-05,8.4,4,0.0101
100000,5e-05,6.5,4,0.01166
100000,5e-05,6.7,4,0.01211
100000,5e-05,7.5,4,0.01114
100000,5e-05,6.2,4,0.99999
100000,5e-05,5.1,4,0.99999
100000,5e-05,0.7,4,0.99999
100000,5e-05,4.8,4,0.01548
100000,5e-05,3.3,4,0.02232
100000,5e-05,5.8,4,0.01246
100000,5e-05,3.2,4,0.99999
100000,5e-05,9.9,4,0.00991
100000,5e-05,6.5,4,0.01142
100000,5e-05,3.0,4,0.02729
100000,5e-05,9.9,4,0.00919
100000,5e-05,0.4,4,0.99999
100000,5e-05,4.2,4,0.01782
100000,5e-05,8.7,4,0.01019
100000,5e-05,1.1,4,0.99995
100000,5e-05,3.3,4,0.02334
100000,5e-05,5.5,4,0.99999
100000,5e-05,1.8,4,0.99994
100000,5e-05,4.5,4,0.01638
100000,5e-05,5.0,4,0.01455
100000,5e-05,3.3,4,0.02391
100000,5e-05,7.5,4,0.01071
100000,5e-05,1.7,4,0.08808
100000,5e-05,9.6,4,0.00942
100000,5e-05,6.6,4,0.01166
100000,5e-05,9.8,4,0.0093
100000,5e-05,5.3,4,0.01285
100000,5e-05,0.4,4,0.99999
100000,5e-05,6.8,4,0.01181
100000,5e-05,7.2,4,0.01164
100000,5e-05,6.3,4,0.0121
100000,5e-05,8.6,4,0.01062
100000,5e-05,7.0,4,0.01137
100000,5e-05,4.1,4,0.0171
100000,5e-05,0.4,4,0.99999
100000,5e-05,8.6,4,0.01017
100000,5e-05,1.7,4,0.99999
100000,5e-05,2.5,4,0.0368
100000,5e-05,9.6,4,0.00954
100000,5e-05,3.7,4,0.01981
100000,5e-05,3.1,4,0.02625
100000,5e-05,9.1,4,0.00959
100000,5e-05,5.2,4,0.01423
100000,5e-05,1.8,4,0.99999
100000,5e-05,7.7,4,0.01119
100000,5e-05,7.8,4,0.01102
100000,5e-05,9.2,4,0.00956
100000,5e-05,5.8,4,0.01263
100000,5e-05,7.4,4,0.01153
100000,5e-05,0.8,4,0.99999
100000,5e-05,2.5,4,0.99999
100000,5e-05,7.3,4,0.01087
100000,5e-05,5.2,4,0.01311
100000,5e-05,2.8,4,0.02882
100000,5e-05,9.8,4,0.00891
100000,5e-05,3.8,4,0.99999
100000,5e-05,9.1,4,0.0095
100000,5e-05,0.8,4,0.99999
100000,5e-05,2.2,4,0.99998
100000,5e-05,6.7,4,0.01163
100000,5e-05,4.4,4,0.01587
100000,5e-05,9.5,4,0.00937
100000,5e-05,2.1,4,0.05063
100000,5e-05,9.2,4,0.00993
100000,5e-05,0.4,4,0.99995
100000,5e-05,9.4,4,0.00951
100000,5e-05,5.8,4,0.01256
100000,5e-05,0.7,4,0.99998
100000,5e-05,7.9,4,0.01012
100000,5e-05,3.3,4,0.02236
100000,5e-05,2.6,4,0.03359
100000,5e-05,9.6,4,0.01001
100000,5e-05,8.5,4,0.00988
100000,5e-05,2.8,4,0.03081
100000,5e-05,1.4,4,0.99999
100000,5e-05,4.0,4,0.01852
100000,5e-05,9.7,4,0.00977
100000,5e-05,2.2,4,0.04617
100000,5e-05,7.8,4,0.00992
100000,5e-05,1.0,4,0.99939
100000,5e-05,3.5,4,0.02198
100000,5e-05,5.9,4,0.99999
100000,5e-05,4.1,4,0.01773
100000,5e-05,1.5,4,0.99996
100000,5e-05,1.5,4,0.99999
100000,5e-05,1.3,4,0.99998
100000,5e-05,7.4,4,0.01074
100000,5e-05,5.6,4,0.01308
100000,5e-05,0.7,4,0.99997
100000,5e-05,6.8,4,0.99998
100000,5e-05,0.2,4,0.99998
100000,5e-05,3.6,4,0.02042
100000,5e-05,9.7,4,0.00927
100000,5e-05,9.9,4,0.00913
100000,5e-05,5.5,4,0.01346
100000,5e-05,3.7,4,0.0203
100000,5e-05,7.0,4,0.01086
100000,5e-05,7.1,4,0.01057
100000,5e-05,3.5,4,0.02143
100000,5e-05,4.0,4,0.01865
100000,5e-05,7.8,4,0.01077
100000,5e-05,2.7,4,0.03184
100000,5e-05,4.5,4,0.01622
100000,5e-05,8.4,4,0.01072
100000,5e-05,7.9,4,0.01054
100000,5e-05,1.9,4,0.99998
100000,5e-05,6.7,4,0.01185
100000,5e-05,6.4,4,0.01186
100000,5e-05,6.7,4,0.01094
100000,5e-05,8.5,4,0.01016
100000,5e-05,7.8,4,0.01034
100000,5e-05,4.6,4,0.01506
100000,5e-05,1.0,4,0.99997
100000,5e-05,0.5,4,0.99999
100000,5e-05,8.0,4,0.01055
100000,5e-05,6.1,4,0.01218
100000,5e-05,1.6,4,0.99996
100000,5e-05,4.6,4,0.01609
100000,5e-05,2.5,4,0.99991
100000,5e-05,3.3,4,0.02407
100000,5e-05,0.4,4,0.99999
100000,5e-05,7.7,4,0.99999
100000,5e-05,2.2,4,0.99998
100000,5e-05,0.6,4,0.99999
100000,5e-05,0.4,4,0.99999
100000,5e-05,2.8,4,0.02952
100000,5e-05,9.6,4,0.99999
