S,I,R,t
0.10814953998810954,0.00018524184990028204,0.8874557624378474,16.9
0.10814469538340957,0.0001721589001072251,0.8874735591569722,17.0
0.10814019307059643,0.00015999982203769561,0.8874900989520041,17.1
0.1081360088572988,0.0001486993950701318,0.887505470583621,17.2
0.10813212026209365,0.00013819699988036288,0.8875197565462822,17.3
0.10812850639335514,0.00012843629424466572,0.8875330335103337,17.4
0.10812514783670221,0.00011936491162514735,0.8875453727329589,17.5
0.10812202655043218,0.00011093418094484815,0.8875568404401656,17.6
0.10811912576837078,0.00010309886607012227,0.8875674981818485,17.7
0.10811642990961143,9.581692362056083e-05,0.8875774031618155,17.8
0.1081139244946522,8.904927782245374e-05,0.887586608544545,17.9
0.10811159606747701,8.275961121099536e-05,0.8875951637403096,18.0
0.1081094321231567,7.691417006955539e-05,0.8876031146701887,18.1
0.1081074210405794,7.148158357175895e-05,0.887610504012387,18.2
0.10810555201994482,6.64326956642279e-05,0.887617371431176,18.3
0.10810381502468426,6.174040879498273e-05,0.8876237537896826,18.4
0.10810220072749298,5.737953865502216e-05,0.8876296853476607,18.5
0.1081007004601822,5.332667915879842e-05,0.8876351979453099,18.6
0.10809930616708048,4.956007694347969e-05,0.8876403211741186,18.7
0.10809801036173244,4.605951471731158e-05,0.8876450825356508,18.8
0.10809680608666145,4.280620283431071e-05,0.8876495075891236,18.9
0.10809568687597852,3.9782678516184515e-05,0.8876536200885681,19.0
0.10809464672063666,3.697271218299447e-05,0.8876574421103093,19.1
0.1080936800361422,3.4361220391874034e-05,0.8876609941714431,19.2
0.1080927816325501,3.193418491827082e-05,0.8876642953399522,19.3
0.10809194668658065,2.9678577546887115e-05,0.887667363337045,19.4
0.10809117071570834,2.758229016991298e-05,0.8876702146322697,19.5
0.108090449554082,2.5634069818438813e-05,0.887672864531914,19.6
0.10808977933014817,2.3823458279247523e-05,0.8876753272611592,19.7
0.10808915644585577,2.2140735973657175e-05,0.8876776160404372,19.8
0.10808857755733084,2.0576869797840917e-05,0.8876797431563924,19.9
